ID,first_name,last_name,street_po_box,city,state,ZIP_Code,telephone,email,annual_salary,employee_type
213,Anthony,Nguyen,1 Dayton Circle,Baton Rouge,LA,70836,7021747867,Anthony.Nguyen@digitalsales.com,77998.13,salesperson
214,Fred,Richardson,0 Merchant Street,Little Rock,AR,72215,4149052114,Fred.Richardson@digitalsales.com,51257.50,salesperson
215,John,Jordan,4 Holy Cross Court,Richmond,VA,23242,8902446443,John.Jordan@digitalsales.com,90882.26,store manager
216,Carolyn,Williamson,16371 Moulton Crossing,Gainesville,FL,32610,5012940085,Carolyn.Williamson@digitalsales.com,81187.77,salesperson
217,Sara,Cole,1593 Dexter Terrace,Salt Lake City,UT,84115,2250590094,Sara.Cole@digitalsales.com,25209.59,salesperson
218,Angela,Butler,870 Monterey Park,Kansas City,MO,64101,8858640532,Angela.Butler@digitalsales.com,66501.17,salesperson
219,Linda,Matthews,997 Judy Trail,Roanoke,VA,24014,2301290273,Linda.Matthews@digitalsales.com,73465.06,salesperson
220,Jennifer,Elliott,0047 Lakewood Gardens Lane,Houston,TX,77281,6172946192,Jennifer.Elliott@digitalsales.com,46876.32,salesperson
221,Martha,Owens,28377 Westend Avenue,Flint,MI,48505,908990560,Martha.Owens@digitalsales.com,43588.82,salesperson
222,Kenneth,Fernandez,6388 Iowa Drive,Norfolk,VA,23509,366726581,Kenneth.Fernandez@digitalsales.com,85885.91,store manager
223,Brian,Torres,848 Thierer Place,Miami,FL,33147,269234748,Brian.Torres@digitalsales.com,39138.56,salesperson
224,Tammy,Carpenter,50034 Jay Avenue,Atlanta,GA,31190,9381223097,Tammy.Carpenter@digitalsales.com,54575.93,salesperson
225,Scott,Ford,667 Village Street,Lincoln,NE,68505,4857563744,Scott.Ford@digitalsales.com,98958.04,region manager
226,Gary,Kelley,3 Lien Alley,New Orleans,LA,70129,6869356822,Gary.Kelley@digitalsales.com,30617.15,salesperson
227,Jack,Chapman,72 Declaration Street,Houston,TX,77240,9563712402,Jack.Chapman@digitalsales.com,81755.49,salesperson
228,Marilyn,Lee,2260 Reindahl Way,Palmdale,CA,93591,1637322994,Marilyn.Lee@digitalsales.com,71352.94,salesperson
229,Brenda,Ford,4534 Pankratz Trail,Fort Lauderdale,FL,33325,668486808,Brenda.Ford@digitalsales.com,86391.13,store manager
230,Gregory,Martin,3 Logan Place,Las Vegas,NV,89120,7105001740,Gregory.Martin@digitalsales.com,77364.38,salesperson
231,David,Lewis,12952 Service Court,Tulsa,OK,74156,3283674445,David.Lewis@digitalsales.com,57808.23,salesperson
232,Peter,Collins,06216 Maple Hill,Macon,GA,31217,7103249183,Peter.Collins@digitalsales.com,45666.80,salesperson
233,Virginia,Hernandez,98029 Thierer Avenue,Beaumont,TX,77713,2719653159,Virginia.Hernandez@digitalsales.com,45202.85,salesperson
234,Lori,Palmer,83 Marquette Terrace,San Antonio,TX,78230,5164442732,Lori.Palmer@digitalsales.com,60309.77,salesperson
235,Amanda,Jackson,78602 Dennis Junction,Warren,MI,48092,4429126954,Amanda.Jackson@digitalsales.com,55511.75,salesperson
236,Patricia,Daniels,71 Cody Park,Long Beach,CA,90831,7090699374,Patricia.Daniels@digitalsales.com,54880.15,salesperson
237,Jessica,Lynch,400 Nelson Pass,Falls Church,VA,22047,7469135215,Jessica.Lynch@digitalsales.com,31094.10,salesperson
238,Melissa,Chapman,13008 Park Meadow Terrace,Washington,DC,20205,2908655783,Melissa.Chapman@digitalsales.com,62019.92,salesperson
239,Harry,Hughes,86 Vernon Trail,Baton Rouge,LA,70805,6366653059,Harry.Hughes@digitalsales.com,53603.67,salesperson
240,Ralph,Hart,2 Summit Park,Roanoke,VA,24024,2664706057,Ralph.Hart@digitalsales.com,59070.66,salesperson
241,Martha,Greene,69858 Barby Crossing,Kansas City,MO,64153,4943324286,Martha.Greene@digitalsales.com,43918.60,salesperson
242,Anthony,Gordon,346 Sloan Trail,Honolulu,HI,96850,3198734683,Anthony.Gordon@digitalsales.com,46929.09,salesperson
243,Melissa,Miller,2134 Westridge Center,Atlanta,GA,30336,426157647,Melissa.Miller@digitalsales.com,79731.04,salesperson
244,Julie,Perez,79319 Barnett Pass,Saint Paul,MN,55188,8960437746,Julie.Perez@digitalsales.com,43031.09,salesperson
245,Nicole,Chapman,58142 Gina Circle,Jersey City,NJ,7310,6334026695,Nicole.Chapman@digitalsales.com,63671.66,salesperson
246,Jeremy,Chapman,69160 Eastlawn Terrace,Sioux Falls,SD,57105,4557405377,Jeremy.Chapman@digitalsales.com,23490.75,salesperson
247,Emily,Diaz,55039 Packers Avenue,Bronx,NY,10469,7102973937,Emily.Diaz@digitalsales.com,91910.87,store manager
248,Louise,Dean,74 Coolidge Terrace,Cleveland,OH,44177,8299127141,Louise.Dean@digitalsales.com,79692.17,salesperson
249,Kenneth,Payne,80 Fisk Street,Miami,FL,33164,7712786596,Kenneth.Payne@digitalsales.com,27344.80,salesperson
250,Jeremy,Taylor,95254 Bayside Lane,Sioux Falls,SD,57193,7535788245,Jeremy.Taylor@digitalsales.com,67424.68,salesperson
251,Tina,Ellis,88 Division Court,Harrisburg,PA,17110,9904464087,Tina.Ellis@digitalsales.com,34370.53,salesperson
252,Samuel,Jordan,86624 Dixon Plaza,Richmond,VA,23213,609879472,Samuel.Jordan@digitalsales.com,55224.62,salesperson
253,Kevin,Collins,3 Dorton Alley,Fort Worth,TX,76178,5043396307,Kevin.Collins@digitalsales.com,67415.82,salesperson
254,Stephanie,Rose,7064 Lawn Park,Brockton,MA,2405,3824060738,Stephanie.Rose@digitalsales.com,49796.28,salesperson
255,Diana,Powell,00350 Blackbird Plaza,Cleveland,OH,44125,3985147649,Diana.Powell@digitalsales.com,98728.33,region manager
256,Ernest,Medina,1158 Bayside Trail,Honolulu,HI,96840,5788841171,Ernest.Medina@digitalsales.com,76135.45,salesperson
257,Amy,Gonzales,731 Hazelcrest Junction,Washington,DC,20036,4246259711,Amy.Gonzales@digitalsales.com,92795.03,store manager
258,Brian,Fernandez,73659 Portage Place,Kansas City,MO,64109,8721710998,Brian.Fernandez@digitalsales.com,80450.89,salesperson
259,Cheryl,Jenkins,7209 Vera Street,Hollywood,FL,33023,5496362715,Cheryl.Jenkins@digitalsales.com,77225.27,salesperson
260,Kathleen,Reid,7271 Granby Center,Atlanta,GA,30306,3009663559,Kathleen.Reid@digitalsales.com,51881.26,salesperson
261,Walter,Meyer,54 Walton Street,Madison,WI,53726,6661968904,Walter.Meyer@digitalsales.com,77111.37,salesperson
262,Tammy,Thomas,7762 Sachs Alley,Brooklyn,NY,11231,7321450412,Tammy.Thomas@digitalsales.com,97978.48,region manager
263,Samuel,Day,6898 Lotheville Parkway,Charlotte,NC,28215,249788882,Samuel.Day@digitalsales.com,89745.91,store manager
264,Diane,Olson,9 Dapin Hill,Young America,MN,55564,7848659287,Diane.Olson@digitalsales.com,20939.74,salesperson
265,Roger,Adams,0 Myrtle Crossing,Springfield,MA,1114,2976545483,Roger.Adams@digitalsales.com,44520.39,salesperson
266,Irene,Stephens,6 Melody Road,El Paso,TX,79940,6664701150,Irene.Stephens@digitalsales.com,71720.13,salesperson
267,Juan,Lawson,6 Anzinger Center,Mansfield,OH,44905,5321832404,Juan.Lawson@digitalsales.com,53594.36,salesperson
268,Christine,Hunter,3195 Rowland Point,Saint Louis,MO,63104,3484464413,Christine.Hunter@digitalsales.com,90295.84,store manager
269,James,Dean,3102 3rd Center,Terre Haute,IN,47812,4801796078,James.Dean@digitalsales.com,89092.07,store manager
270,Elizabeth,Morales,4 Elgar Avenue,Winston Salem,NC,27105,2081942812,Elizabeth.Morales@digitalsales.com,56220.40,salesperson
271,Kenneth,Myers,2 Saint Paul Hill,Columbus,OH,43268,6007262046,Kenneth.Myers@digitalsales.com,62229.53,salesperson
272,Jane,Reed,0 Sage Place,Baltimore,MD,21211,9157677479,Jane.Reed@digitalsales.com,50923.35,salesperson
273,Ruby,Nguyen,05899 Commercial Way,New York City,NY,10203,744283193,Ruby.Nguyen@digitalsales.com,89068.08,store manager
274,Emily,Hayes,3485 Havey Terrace,Amarillo,TX,79188,934183157,Emily.Hayes@digitalsales.com,52235.68,salesperson
275,Charles,Simmons,7 Monica Pass,Young America,MN,55564,2215674786,Charles.Simmons@digitalsales.com,92204.64,store manager
276,Carl,Grant,99 Vernon Point,San Jose,CA,95173,3607663036,Carl.Grant@digitalsales.com,69148.15,salesperson
277,Michelle,Berry,6 Corry Lane,Montgomery,AL,36177,7441145182,Michelle.Berry@digitalsales.com,23966.48,salesperson
278,Barbara,Garrett,7691 Charing Cross Point,Kansas City,MO,64153,1008261302,Barbara.Garrett@digitalsales.com,21232.04,salesperson
279,Daniel,Fernandez,35651 Arkansas Circle,Valley Forge,PA,19495,3990305874,Daniel.Fernandez@digitalsales.com,75474.54,salesperson
280,Thomas,Campbell,12133 Lake View Lane,Birmingham,AL,35236,337094145,Thomas.Campbell@digitalsales.com,76487.26,salesperson
281,Tina,Owens,96 Fuller Court,Bloomington,IL,61709,1105904764,Tina.Owens@digitalsales.com,50413.13,salesperson
282,Raymond,Nelson,4235 Mayfield Street,Washington,DC,20430,5761222216,Raymond.Nelson@digitalsales.com,91109.66,store manager
283,Sandra,Peterson,24510 Mariners Cove Court,Honolulu,HI,96850,9004211380,Sandra.Peterson@digitalsales.com,91501.42,store manager
284,Brenda,Ramirez,4 Burning Wood Crossing,Lubbock,TX,79405,6481448271,Brenda.Ramirez@digitalsales.com,37451.01,salesperson
285,Teresa,Ruiz,37169 Pawling Court,Des Moines,IA,50330,189469075,Teresa.Ruiz@digitalsales.com,63457.67,salesperson
286,Ruth,Harrison,8778 South Way,Atlanta,GA,31196,4845847469,Ruth.Harrison@digitalsales.com,34248.31,salesperson
287,Evelyn,Rivera,0 Dovetail Terrace,Fort Wayne,IN,46852,5201342588,Evelyn.Rivera@digitalsales.com,76902.41,salesperson
288,Gary,Hansen,5372 West Drive,El Paso,TX,79968,2667514790,Gary.Hansen@digitalsales.com,68760.02,salesperson
289,Linda,Hawkins,90524 Becker Parkway,Phoenix,AZ,85020,3430780957,Linda.Hawkins@digitalsales.com,72687.81,salesperson
290,Billy,Richards,16591 Kensington Junction,San Bernardino,CA,92415,3162442759,Billy.Richards@digitalsales.com,49511.27,salesperson
291,Martha,Garrett,595 1st Place,Atlanta,GA,31165,5459367966,Martha.Garrett@digitalsales.com,27282.27,salesperson
292,Laura,Morris,2 Valley Edge Hill,Portland,OR,97206,9361148271,Laura.Morris@digitalsales.com,63024.30,salesperson
293,Frank,Parker,24894 Warrior Place,El Paso,TX,88530,1423979518,Frank.Parker@digitalsales.com,48030.66,salesperson
294,Benjamin,Johnson,86433 Barnett Circle,Berkeley,CA,94712,864445245,Benjamin.Johnson@digitalsales.com,36039.93,salesperson
295,Anthony,Wilson,89 Michigan Circle,Charleston,WV,25326,5743584094,Anthony.Wilson@digitalsales.com,64909.97,salesperson
296,Phillip,Ramos,54 Commercial Parkway,Van Nuys,CA,91499,1480496077,Phillip.Ramos@digitalsales.com,63514.87,salesperson
297,Joe,Butler,5 Heath Circle,Van Nuys,CA,91406,4948854153,Joe.Butler@digitalsales.com,45015.34,salesperson
298,Shawn,Wheeler,5 Anniversary Lane,Juneau,AK,99812,5795746888,Shawn.Wheeler@digitalsales.com,63716.84,salesperson
299,Andrew,Long,39 Morningstar Parkway,Dallas,TX,75265,1432725880,Andrew.Long@digitalsales.com,63939.43,salesperson
300,Anne,Flores,53929 Rutledge Point,London,KY,40745,4505346098,Anne.Flores@digitalsales.com,69998.94,salesperson
301,Jessica,Turner,71669 Wayridge Terrace,Reno,NV,89550,3762258963,Jessica.Turner@digitalsales.com,41777.42,salesperson
302,Philip,Powell,78071 Welch Alley,New York City,NY,10203,6423736983,Philip.Powell@digitalsales.com,32989.09,salesperson
303,Victor,Hall,78922 Memorial Crossing,Providence,RI,2912,7876635053,Victor.Hall@digitalsales.com,95311.30,store manager
304,Alan,Kelley,0 Sachs Terrace,Oklahoma City,OK,73129,40106612,Alan.Kelley@digitalsales.com,59056.37,salesperson
305,Doris,Crawford,36469 Jay Alley,Baltimore,MD,21282,7155469104,Doris.Crawford@digitalsales.com,81277.65,salesperson
306,Aaron,Mcdonald,06462 Lakewood Gardens Lane,Omaha,NE,68110,8037149543,Aaron.Mcdonald@digitalsales.com,96445.45,region manager
307,Robin,Ford,4 Independence Parkway,Des Moines,IA,50393,9419144739,Robin.Ford@digitalsales.com,26094.73,salesperson
308,James,Ramos,5607 Donald Way,Ocala,FL,34474,5321871315,James.Ramos@digitalsales.com,27707.83,salesperson
309,Dorothy,Hall,917 Dorton Pass,Palm Bay,FL,32909,5821194261,Dorothy.Hall@digitalsales.com,94839.64,store manager
310,David,Medina,0 Carey Alley,Topeka,KS,66667,3256358678,David.Medina@digitalsales.com,22513.27,salesperson
311,Sara,Ford,406 Oriole Park,Pensacola,FL,32505,7510646702,Sara.Ford@digitalsales.com,52525.67,salesperson
312,Diana,Pierce,779 Magdeline Place,Boston,MA,2109,3913719849,Diana.Pierce@digitalsales.com,32967.85,salesperson
313,Julia,Kim,609 Dennis Alley,Ocala,FL,34479,7184230990,Julia.Kim@digitalsales.com,67530.77,salesperson
314,Dennis,Scott,8702 Welch Crossing,Anchorage,AK,99512,7296878355,Dennis.Scott@digitalsales.com,97939.89,region manager
315,Steve,Lane,653 Bayside Alley,Evansville,IN,47737,204343568,Steve.Lane@digitalsales.com,43110.82,salesperson
316,Bonnie,Weaver,9 Mariners Cove Circle,Wichita,KS,67220,4198623098,Bonnie.Weaver@digitalsales.com,48415.76,salesperson
317,Amanda,Watkins,1 Hanover Place,Jackson,MS,39216,6378863358,Amanda.Watkins@digitalsales.com,94446.76,store manager
318,Theresa,Hicks,29325 Kennedy Road,Birmingham,AL,35295,8915198745,Theresa.Hicks@digitalsales.com,61286.13,salesperson
319,Kelly,Burton,296 1st Junction,Portland,OR,97229,5340133249,Kelly.Burton@digitalsales.com,74681.52,salesperson
320,Irene,Sanders,1 Chinook Place,Brooklyn,NY,11254,5600539016,Irene.Sanders@digitalsales.com,30862.43,salesperson
321,Henry,Snyder,3 Fisk Crossing,Irvine,CA,92612,5103634678,Henry.Snyder@digitalsales.com,72169.76,salesperson
322,Douglas,Martinez,09420 Longview Plaza,Washington,DC,20380,5023756123,Douglas.Martinez@digitalsales.com,85725.64,store manager
323,Charles,Roberts,650 Esch Road,Saint Paul,MN,55127,8083063901,Charles.Roberts@digitalsales.com,73333.55,salesperson
324,Daniel,Cook,2913 Ryan Point,Washington,DC,20041,5052610562,Daniel.Cook@digitalsales.com,39854.56,salesperson
325,Timothy,Garrett,14 Farmco Junction,Brooklyn,NY,11205,401777841,Timothy.Garrett@digitalsales.com,97149.89,region manager
326,Sarah,Washington,3405 Calypso Avenue,Newark,DE,19725,122041977,Sarah.Washington@digitalsales.com,35061.95,salesperson
327,Laura,Burton,30 Algoma Pass,Asheville,NC,28815,7411700079,Laura.Burton@digitalsales.com,76792.91,salesperson
328,Robert,Perez,2998 Utah Drive,Waco,TX,76705,9817244055,Robert.Perez@digitalsales.com,20862.29,salesperson
329,Pamela,Lawrence,59 Ilene Hill,Danbury,CT,6816,1319841883,Pamela.Lawrence@digitalsales.com,79938.27,salesperson
330,Robert,Willis,19414 3rd Terrace,Winter Haven,FL,33884,3680454568,Robert.Willis@digitalsales.com,69803.10,salesperson
331,Raymond,George,5 Westridge Road,Montgomery,AL,36125,5257191432,Raymond.George@digitalsales.com,76566.19,salesperson
332,Julie,Evans,89 Schmedeman Park,Bryan,TX,77806,8991684120,Julie.Evans@digitalsales.com,53000.91,salesperson
333,Annie,Morgan,22 Coolidge Alley,Richmond,VA,23237,1880305051,Annie.Morgan@digitalsales.com,56177.67,salesperson
334,Alice,Morrison,862 Cottonwood Parkway,Dallas,TX,75231,8127026746,Alice.Morrison@digitalsales.com,80435.97,salesperson
335,Adam,Webb,0884 Dawn Circle,Lexington,KY,40586,3385893638,Adam.Webb@digitalsales.com,96518.12,region manager
336,Craig,Scott,90 Cody Way,Youngstown,OH,44555,5990703354,Craig.Scott@digitalsales.com,49077.53,salesperson
337,Christine,Bailey,0 New Castle Drive,Columbia,SC,29203,520119609,Christine.Bailey@digitalsales.com,84169.79,salesperson
338,Arthur,Reed,26 Dawn Center,Madison,WI,53779,9195960170,Arthur.Reed@digitalsales.com,20144.32,salesperson
339,Brenda,Evans,38 Bonner Court,Philadelphia,PA,19151,8798547739,Brenda.Evans@digitalsales.com,67778.64,salesperson
340,Ruth,Reed,8422 Springview Terrace,Saint Louis,MO,63180,3870639029,Ruth.Reed@digitalsales.com,64616.63,salesperson
341,Juan,Peters,981 Saint Paul Hill,El Paso,TX,79999,964791872,Juan.Peters@digitalsales.com,89385.13,store manager
342,Gloria,Mills,20553 Meadow Vale Place,Carol Stream,IL,60351,1901727714,Gloria.Mills@digitalsales.com,21024.90,salesperson
343,Jane,Crawford,407 Bay Hill,Shreveport,LA,71105,9249828446,Jane.Crawford@digitalsales.com,97895.23,region manager
344,Martha,Jordan,14498 Thierer Pass,Bakersfield,CA,93381,573142374,Martha.Jordan@digitalsales.com,92987.43,store manager
345,Juan,Daniels,5446 Dunning Alley,Mansfield,OH,44905,8598035732,Juan.Daniels@digitalsales.com,68171.87,salesperson
346,Patrick,Davis,0272 Fair Oaks Trail,Columbia,MO,65218,6888512738,Patrick.Davis@digitalsales.com,29876.56,salesperson
347,Johnny,Cox,1 Sauthoff Hill,Waterloo,IA,50706,8900496179,Johnny.Cox@digitalsales.com,37254.99,salesperson
348,Linda,Shaw,8 Erie Drive,Bloomington,IL,61709,7002841895,Linda.Shaw@digitalsales.com,28742.28,salesperson
349,Joshua,Stephens,4 Pawling Trail,Mansfield,OH,44905,6039797514,Joshua.Stephens@digitalsales.com,74488.58,salesperson
350,Kathleen,Williams,6 Mayfield Road,Fort Worth,TX,76134,6159513237,Kathleen.Williams@digitalsales.com,72084.11,salesperson
351,Billy,Bell,2184 Melvin Plaza,Huntington,WV,25726,8050161454,Billy.Bell@digitalsales.com,31102.05,salesperson
352,Denise,Watkins,31 Holmberg Terrace,Sacramento,CA,94237,7170870818,Denise.Watkins@digitalsales.com,85568.36,store manager
353,Craig,Howell,363 Brentwood Circle,Redwood City,CA,94064,7947132037,Craig.Howell@digitalsales.com,43484.92,salesperson
354,Johnny,Hunt,5621 Loftsgordon Park,Pueblo,CO,81010,8799664298,Johnny.Hunt@digitalsales.com,77671.79,salesperson
355,Aaron,Washington,18 Northview Hill,San Antonio,TX,78250,3871575348,Aaron.Washington@digitalsales.com,72561.13,salesperson
356,Randy,Johnson,46 Hanson Pass,Grand Junction,CO,81505,2650292491,Randy.Johnson@digitalsales.com,59228.01,salesperson
357,Harold,Bishop,531 Dwight Terrace,Brooklyn,NY,11247,8609762086,Harold.Bishop@digitalsales.com,87900.55,store manager
358,Jonathan,Ortiz,55068 Dahle Parkway,Mobile,AL,36689,7608408853,Jonathan.Ortiz@digitalsales.com,91804.08,store manager
359,Jane,Duncan,4665 Division Pass,Philadelphia,PA,19136,6316915165,Jane.Duncan@digitalsales.com,92014.47,store manager
360,Eric,Jackson,3 Iowa Park,Fort Smith,AR,72905,3009567799,Eric.Jackson@digitalsales.com,44469.99,salesperson
361,Randy,Boyd,75239 Victoria Drive,Honolulu,HI,96850,2798585810,Randy.Boyd@digitalsales.com,31047.75,salesperson
362,Melissa,Moreno,58832 Rusk Pass,San Francisco,CA,94177,4201941690,Melissa.Moreno@digitalsales.com,49178.08,salesperson
363,Katherine,Watkins,087 Rowland Drive,New York City,NY,10029,6389564060,Katherine.Watkins@digitalsales.com,85485.27,store manager
364,Jeremy,Miller,837 Acker Circle,Tampa,FL,33686,1928042358,Jeremy.Miller@digitalsales.com,86721.25,store manager
365,Philip,Hamilton,0 Troy Terrace,Fort Lauderdale,FL,33305,9082050002,Philip.Hamilton@digitalsales.com,61539.65,salesperson
366,Carol,Murphy,2985 Kennedy Lane,Baton Rouge,LA,70826,5701528015,Carol.Murphy@digitalsales.com,74923.74,salesperson
367,Andrew,Hawkins,65358 Swallow Alley,Columbus,OH,43268,9176233,Andrew.Hawkins@digitalsales.com,34812.60,salesperson
368,Susan,Coleman,0062 International Hill,San Antonio,TX,78278,2298020817,Susan.Coleman@digitalsales.com,45349.72,salesperson
369,Shirley,Stevens,2 Kings Road,Las Vegas,NV,89110,2406156652,Shirley.Stevens@digitalsales.com,23046.87,salesperson
370,Kathy,Hunter,8893 Lakeland Avenue,El Paso,TX,88546,7148745126,Kathy.Hunter@digitalsales.com,82866.15,salesperson
371,Linda,Reed,36975 Upham Way,Iowa City,IA,52245,2524296061,Linda.Reed@digitalsales.com,67604.62,salesperson
372,Susan,Weaver,96 Colorado Trail,Richmond,VA,23277,7262620107,Susan.Weaver@digitalsales.com,81106.09,salesperson
373,Diane,Johnson,56835 Sachtjen Street,Trenton,NJ,8650,5701137554,Diane.Johnson@digitalsales.com,78834.22,salesperson
374,Laura,Willis,6368 Rieder Road,Boston,MA,2114,6167093443,Laura.Willis@digitalsales.com,81070.13,salesperson
375,Joseph,Garcia,05604 Rowland Way,Chicago,IL,60614,386607336,Joseph.Garcia@digitalsales.com,64596.23,salesperson
376,Steven,Burton,1 Bluestem Pass,Melbourne,FL,32919,2269243035,Steven.Burton@digitalsales.com,27252.55,salesperson
377,Mary,Watson,2 Birchwood Lane,Albuquerque,NM,87110,5850623746,Mary.Watson@digitalsales.com,85380.10,store manager
378,Alan,Garrett,682 Esker Center,Miami,FL,33134,6059079555,Alan.Garrett@digitalsales.com,96096.19,region manager
379,Jason,Price,45155 Charing Cross Pass,Carol Stream,IL,60158,8669363340,Jason.Price@digitalsales.com,98582.82,region manager
380,Theresa,Mendoza,83 Shelley Plaza,New Orleans,LA,70149,2895147334,Theresa.Mendoza@digitalsales.com,82264.96,salesperson
381,Linda,Myers,968 Towne Trail,Boise,ID,83732,963242366,Linda.Myers@digitalsales.com,44131.67,salesperson
382,Frances,Harvey,9 Bunker Hill Alley,San Diego,CA,92196,6952660468,Frances.Harvey@digitalsales.com,50835.18,salesperson
383,Alice,Payne,23538 Kennedy Terrace,Fort Worth,TX,76198,652709219,Alice.Payne@digitalsales.com,92027.70,store manager
384,Janet,Roberts,0372 Anniversary Junction,Irving,TX,75037,3241860763,Janet.Roberts@digitalsales.com,79030.06,salesperson
385,Anthony,Russell,0055 Meadow Valley Parkway,Nashville,TN,37210,8646106520,Anthony.Russell@digitalsales.com,58200.00,salesperson
386,Adam,Reynolds,6858 Anderson Court,Boise,ID,83711,4717601891,Adam.Reynolds@digitalsales.com,43856.07,salesperson
387,Linda,Patterson,58 Del Mar Pass,Hialeah,FL,33013,7163684588,Linda.Patterson@digitalsales.com,88194.88,store manager
388,Jeremy,Miller,88 Emmet Way,Charleston,SC,29403,3047353783,Jeremy.Miller@digitalsales.com,70060.14,salesperson
389,Nicholas,Parker,0 Waubesa Drive,Hot Springs National Park,AR,71914,1632281022,Nicholas.Parker@digitalsales.com,45603.25,salesperson
390,Roy,Jackson,756 Carioca Parkway,Lexington,KY,40576,118850765,Roy.Jackson@digitalsales.com,73016.81,salesperson
391,Samuel,Nelson,38775 Pine View Plaza,Miami,FL,33283,6676550165,Samuel.Nelson@digitalsales.com,69567.29,salesperson
392,Billy,Martinez,98874 Susan Way,Crawfordsville,IN,47937,1883791429,Billy.Martinez@digitalsales.com,69473.72,salesperson
393,Michelle,Mendoza,20467 Northport Terrace,Fort Wayne,IN,46862,416843058,Michelle.Mendoza@digitalsales.com,94191.01,store manager
394,Larry,West,75 Elmside Street,New York City,NY,10275,5920737786,Larry.West@digitalsales.com,28902.19,salesperson
395,Charles,Hawkins,58315 Hudson Parkway,Memphis,TN,38181,3473782961,Charles.Hawkins@digitalsales.com,68260.67,salesperson
396,Aaron,Pierce,9 Independence Place,Sarasota,FL,34276,5261465024,Aaron.Pierce@digitalsales.com,58318.29,salesperson
397,Martin,Price,421 Fisk Way,Berkeley,CA,94712,9823103276,Martin.Price@digitalsales.com,30173.02,salesperson
398,Terry,Snyder,6030 Granby Hill,Philadelphia,PA,19141,2733065146,Terry.Snyder@digitalsales.com,88216.13,store manager
399,Tammy,Price,98852 Harper Lane,Yonkers,NY,10705,9982573019,Tammy.Price@digitalsales.com,53510.23,salesperson
400,Julie,Dixon,361 Troy Terrace,Lexington,KY,40510,341866729,Julie.Dixon@digitalsales.com,41004.28,salesperson
401,Marilyn,Kelly,14050 Barby Road,Nashville,TN,37250,8316102036,Marilyn.Kelly@digitalsales.com,23555.92,salesperson
402,Anthony,Marshall,68560 Harbort Center,Norwalk,CT,6854,3940523551,Anthony.Marshall@digitalsales.com,79146.68,salesperson
403,Jeffrey,Jones,37791 Sage Center,Tallahassee,FL,32399,2076618826,Jeffrey.Jones@digitalsales.com,71121.62,salesperson
404,Cynthia,Martin,43 Thompson Drive,Anchorage,AK,99517,9286125400,Cynthia.Martin@digitalsales.com,78454.63,salesperson
405,Kenneth,Burke,338 Sutherland Avenue,Louisville,KY,40293,9815702472,Kenneth.Burke@digitalsales.com,72567.17,salesperson
406,Marilyn,Gonzalez,43 Spaight Plaza,Monroe,LA,71213,2214756864,Marilyn.Gonzalez@digitalsales.com,50460.66,salesperson
407,Jennifer,Ruiz,57 Arapahoe Street,Frankfort,KY,40618,527918624,Jennifer.Ruiz@digitalsales.com,85376.49,store manager
408,Barbara,Murray,46651 Mifflin Plaza,Grand Rapids,MI,49505,5378585708,Barbara.Murray@digitalsales.com,71141.59,salesperson
409,Edward,Jones,49 Hintze Circle,Albany,NY,12232,8964109191,Edward.Jones@digitalsales.com,27226.48,salesperson
410,Phillip,Porter,22717 Saint Paul Park,Jacksonville,FL,32215,934349828,Phillip.Porter@digitalsales.com,61625.04,salesperson
411,Chris,Wright,8974 Granby Lane,El Paso,TX,79994,7010329894,Chris.Wright@digitalsales.com,70327.08,salesperson
412,Timothy,Coleman,34 Merchant Alley,Santa Monica,CA,90405,7399195829,Timothy.Coleman@digitalsales.com,84915.61,store manager
413,Christine,Sanchez,38 Ridgeway Parkway,Seattle,WA,98148,8600397335,Christine.Sanchez@digitalsales.com,66835.49,salesperson
414,Jonathan,Wagner,4501 Hoard Court,Spring Hill,FL,34611,370683101,Jonathan.Wagner@digitalsales.com,40889.86,salesperson
415,Barbara,Stone,12 Goodland Crossing,San Francisco,CA,94177,9216945323,Barbara.Stone@digitalsales.com,82682.88,salesperson
416,Louise,Rogers,6 Ridge Oak Alley,Salinas,CA,93907,8356657383,Louise.Rogers@digitalsales.com,26710.15,salesperson
417,Helen,Mason,851 Comanche Pass,Des Moines,IA,50320,4576179530,Helen.Mason@digitalsales.com,54284.02,salesperson
418,Russell,Young,42305 Quincy Center,Los Angeles,CA,90081,1129731949,Russell.Young@digitalsales.com,92993.05,store manager
419,Shirley,Hansen,68 8th Drive,Washington,DC,20551,8807478735,Shirley.Hansen@digitalsales.com,99591.44,region manager
420,Carolyn,Perez,68276 Dennis Park,Denton,TX,76205,4567982807,Carolyn.Perez@digitalsales.com,63229.92,salesperson
421,Justin,Holmes,20110 Northfield Pass,Durham,NC,27717,1143086596,Justin.Holmes@digitalsales.com,70698.60,salesperson
422,Anna,Hicks,91724 Delladonna Park,Newark,NJ,7195,6478980229,Anna.Hicks@digitalsales.com,87531.29,store manager
423,Maria,Hughes,7 Maryland Road,Denver,CO,80228,7125926754,Maria.Hughes@digitalsales.com,91618.52,store manager
424,Brenda,Ford,167 Haas Lane,Los Angeles,CA,90087,1027897552,Brenda.Ford@digitalsales.com,48120.66,salesperson
425,Ann,Meyer,10 Sachs Alley,Maple Plain,MN,55579,1804127636,Ann.Meyer@digitalsales.com,56192.58,salesperson
